batch,accuracy
1,0.2692055154300722
2,0.29546946815495734
3,0.334865397242285
4,0.3952724885095207
5,0.4412344057780696
6,0.4661851608667104
7,0.489822718319107
8,0.5082074852265266
9,0.5088640840446487
10,0.5101772816808929
11,0.5351280367695338
12,0.5128036769533815
13,0.5370978332239001
14,0.5082074852265266
15,0.5292186474064347
16,0.5213394615889692
17,0.5233092580433355
18,0.5016414970453054
19,0.531188443860801
20,0.5101772816808929
21,0.51543007222587
22,0.5082074852265266
23,0.5147734734077478
24,0.5173998686802364
25,0.5147734734077478
26,0.5114904793171372
27,0.5180564674983585
28,0.5160866710439921
29,0.5147734734077478
30,0.5180564674983585
31,0.5114904793171372
32,0.5108338804990151
33,0.5082074852265266
34,0.5187130663164806
35,0.5114904793171372
36,0.5141168745896257
37,0.5180564674983585
38,0.5134602757715037
39,0.5088640840446487
40,0.5147734734077478
41,0.5068942875902823
42,0.5180564674983585
43,0.5141168745896257
44,0.5233092580433355
45,0.5121470781352594
46,0.5226526592252134
47,0.504924491135916
48,0.5101772816808929
49,0.5075508864084045
50,0.5121470781352594
51,0.5121470781352594
52,0.5200262639527249
53,0.5016414970453054
54,0.5272488509520683
55,0.5141168745896257
56,0.5193696651346028
57,0.4963887065003283
58,0.5068942875902823
59,0.5167432698621143
60,0.4970453053184504
61,0.5147734734077478
62,0.5095206828627709
63,0.5160866710439921
64,0.5114904793171372
65,0.4983585029546947
66,0.5147734734077478
67,0.51543007222587
68,0.5180564674983585
69,0.5082074852265266
70,0.5108338804990151
71,0.5121470781352594
72,0.5088640840446487
73,0.520682862770847
74,0.5233092580433355
75,0.5160866710439921
76,0.5187130663164806
77,0.5272488509520683
78,0.5160866710439921
79,0.5108338804990151
80,0.5128036769533815
81,0.5121470781352594
82,0.5193696651346028
83,0.5246224556795798
84,0.505581089954038
85,0.5180564674983585
86,0.5160866710439921
87,0.51543007222587
88,0.5108338804990151
89,0.5134602757715037
90,0.5134602757715037
91,0.5128036769533815
92,0.5180564674983585
93,0.51543007222587
94,0.51543007222587
95,0.5082074852265266
96,0.5101772816808929
97,0.5068942875902823
98,0.5147734734077478
99,0.5075508864084045
100,0.5147734734077478
101,0.5121470781352594
102,0.5226526592252134
103,0.520682862770847
104,0.5075508864084045
105,0.5062376887721602
106,0.5121470781352594
107,0.5193696651346028
108,0.5233092580433355
109,0.5160866710439921
110,0.5134602757715037
111,0.5173998686802364
112,0.5219960604070912
113,0.5147734734077478
114,0.5200262639527249
115,0.5246224556795798
116,0.5180564674983585
117,0.5200262639527249
118,0.5082074852265266
119,0.5167432698621143
120,0.5173998686802364
121,0.5009848982271832
122,0.5114904793171372
123,0.504924491135916
124,0.5009848982271832
125,0.4990151017728168
126,0.5160866710439921
127,0.5029546946815495
128,0.5108338804990151
129,0.5114904793171372
130,0.5121470781352594
131,0.5095206828627709
132,0.5121470781352594
133,0.5082074852265266
134,0.5088640840446487
135,0.5226526592252134
136,0.5016414970453054
137,0.5082074852265266
138,0.5147734734077478
139,0.5101772816808929
140,0.4990151017728168
141,0.5088640840446487
142,0.5108338804990151
143,0.5016414970453054
144,0.5082074852265266
145,0.5180564674983585
146,0.5082074852265266
147,0.5160866710439921
148,0.5121470781352594
149,0.5167432698621143
150,0.5187130663164806
151,0.51543007222587
152,0.5167432698621143
153,0.5121470781352594
154,0.5187130663164806
155,0.5108338804990151
156,0.5134602757715037
157,0.5082074852265266
158,0.5167432698621143
159,0.5128036769533815
160,0.5200262639527249
161,0.5134602757715037
162,0.5147734734077478
163,0.5167432698621143
164,0.5075508864084045
165,0.5200262639527249
166,0.5180564674983585
167,0.5016414970453054
168,0.5082074852265266
169,0.4970453053184504
170,0.5167432698621143
