batch,accuracy
1,0.20617202889034805
2,0.23177938279711094
3,0.2639527248850952
4,0.2849638870650033
5,0.2902166776099803
6,0.30728824688115564
7,0.3112278397898884
8,0.3217334208798424
9,0.3184504267892318
10,0.3256730137885752
11,0.3256730137885752
12,0.3276428102429416
13,0.3243598161523309
14,0.3276428102429416
15,0.31910702560735393
16,0.3256730137885752
17,0.31910702560735393
18,0.3237032173342088
19,0.3256730137885752
20,0.3256730137885752
21,0.3282994090610637
22,0.3263296126066973
23,0.3210768220617203
24,0.3237032173342088
25,0.314510833880499
26,0.314510833880499
27,0.3112278397898884
28,0.3099146421536441
29,0.3112278397898884
30,0.31254103742613265
31,0.319763624425476
32,0.325016414970453
33,0.3184504267892318
34,0.3217334208798424
35,0.3210768220617203
36,0.325016414970453
37,0.32567301378857516
38,0.31910702560735393
39,0.32239001969796455
40,0.31516743269862113
41,0.3210768220617203
42,0.3237032173342088
43,0.32042022324359815
44,0.3217334208798424
45,0.3210768220617203
46,0.3164806303348654
47,0.31516743269862113
48,0.31516743269862113
49,0.3164806303348654
50,0.3164806303348654
51,0.3230466185160867
52,0.32435981615233095
53,0.31910702560735393
54,0.3164806303348654
55,0.31779382797110967
56,0.31910702560735393
57,0.3184504267892318
58,0.31779382797110967
59,0.31713722915298753
60,0.3184504267892318
61,0.31713722915298753
62,0.3217334208798424
63,0.31582403151674326
64,0.31779382797110967
65,0.31910702560735393
66,0.3263296126066973
67,0.31516743269862113
68,0.31910702560735393
69,0.3164806303348654
70,0.31779382797110967
71,0.3184504267892318
72,0.31385423506237686
73,0.31582403151674326
74,0.31779382797110967
75,0.32239001969796455
76,0.31910702560735393
77,0.3217334208798424
78,0.3263296126066973
79,0.33223900196979644
80,0.3302692055154301
81,0.3309258043335522
82,0.32961260669730796
83,0.32961260669730796
84,0.32698621142481943
85,0.3282994090610637
86,0.3302692055154301
87,0.3237032173342088
88,0.31779382797110967
89,0.3217334208798424
90,0.319763624425476
91,0.319763624425476
92,0.31910702560735393
93,0.32239001969796455
94,0.32042022324359815
95,0.31713722915298753
96,0.31582403151674326
97,0.31582403151674326
98,0.31582403151674326
99,0.3164806303348654
100,0.3112278397898884
101,0.31385423506237686
102,0.3217334208798424
103,0.31779382797110967
104,0.31910702560735393
105,0.319763624425476
106,0.3230466185160867
107,0.3164806303348654
108,0.31910702560735393
109,0.32239001969796455
110,0.3210768220617203
111,0.32435981615233095
112,0.325016414970453
113,0.3217334208798424
114,0.32435981615233095
115,0.32698621142481943
116,0.3309258043335522
117,0.3263296126066973
118,0.3217334208798424
119,0.32567301378857516
120,0.3230466185160867
121,0.325016414970453
122,0.325016414970453
123,0.3263296126066973
124,0.32764281024294156
125,0.32895600787918583
126,0.32435981615233095
127,0.3217334208798424
128,0.31779382797110967
129,0.319763624425476
130,0.31779382797110967
131,0.309258043335522
132,0.314510833880499
133,0.30860144451739985
134,0.314510833880499
135,0.31910702560735393
136,0.3184504267892318
137,0.3184504267892318
138,0.32042022324359815
139,0.31582403151674326
140,0.3217334208798424
141,0.32239001969796455
142,0.32042022324359815
143,0.32895600787918583
144,0.319763624425476
145,0.3263296126066973
146,0.32698621142481943
147,0.3217334208798424
148,0.32895600787918583
149,0.325016414970453
150,0.32764281024294156
151,0.3309258043335522
152,0.3309258043335522
153,0.3328956007879186
154,0.33223900196979644
155,0.32895600787918583
156,0.3309258043335522
157,0.32961260669730796
158,0.3315824031516743
159,0.3282994090610637
160,0.3302692055154301
161,0.3361785948785292
162,0.3315824031516743
163,0.33223900196979644
164,0.33749179251477346
165,0.3328956007879186
166,0.3315824031516743
167,0.33749179251477346
168,0.3315824031516743
169,0.32567301378857516
170,0.3282994090610637
171,0.325016414970453
172,0.32567301378857516
173,0.32698621142481943
174,0.32698621142481943
175,0.3263296126066973
176,0.32239001969796455
177,0.325016414970453
178,0.32435981615233095
179,0.3237032173342088
180,0.325016414970453
181,0.3263296126066973
182,0.325016414970453
183,0.3355219960604071
184,0.33223900196979644
185,0.3361785948785292
186,0.334865397242285
187,0.32961260669730796
188,0.34077478660538413
189,0.33223900196979644
190,0.3355219960604071
191,0.3355219960604071
192,0.32961260669730796
193,0.32895600787918583
194,0.3263296126066973
195,0.334865397242285
196,0.32764281024294156
197,0.32895600787918583
198,0.3282994090610637
199,0.32239001969796455
200,0.32239001969796455
201,0.32698621142481943
202,0.3282994090610637
203,0.3230466185160867
204,0.3184504267892318
205,0.32435981615233095
206,0.3282994090610637
207,0.32961260669730796
208,0.32435981615233095
209,0.32567301378857516
210,0.3230466185160867
211,0.32567301378857516
212,0.3263296126066973
213,0.3282994090610637
214,0.3263296126066973
215,0.325016414970453
216,0.3217334208798424
217,0.319763624425476
218,0.319763624425476
219,0.32239001969796455
220,0.32567301378857516
221,0.3230466185160867
222,0.32961260669730796
223,0.3217334208798424
224,0.3263296126066973
225,0.32698621142481943
226,0.3282994090610637
227,0.3237032173342088
228,0.32895600787918583
229,0.32764281024294156
230,0.32698621142481943
231,0.32895600787918583
232,0.3282994090610637
233,0.32239001969796455
234,0.3315824031516743
235,0.3309258043335522
236,0.32567301378857516
237,0.3230466185160867
238,0.32435981615233095
239,0.319763624425476
240,0.3217334208798424
241,0.319763624425476
242,0.3230466185160867
243,0.3315824031516743
244,0.32042022324359815
245,0.319763624425476
246,0.32042022324359815
247,0.3184504267892318
248,0.3184504267892318
249,0.3217334208798424
250,0.3217334208798424
251,0.3263296126066973
252,0.3210768220617203
253,0.32239001969796455
254,0.31713722915298753
255,0.3217334208798424
256,0.325016414970453
257,0.3217334208798424
258,0.3230466185160867
259,0.3237032173342088
260,0.32698621142481943
261,0.325016414970453
262,0.319763624425476
263,0.3263296126066973
264,0.32435981615233095
265,0.3263296126066973
266,0.325016414970453
267,0.3237032173342088
268,0.32567301378857516
269,0.32764281024294156
270,0.32764281024294156
271,0.3282994090610637
272,0.32764281024294156
273,0.32567301378857516
274,0.32895600787918583
275,0.3230466185160867
276,0.3282994090610637
277,0.3361785948785292
278,0.32764281024294156
279,0.32961260669730796
280,0.3282994090610637
281,0.32764281024294156
282,0.32567301378857516
283,0.32895600787918583
284,0.32764281024294156
285,0.3302692055154301
286,0.325016414970453
287,0.32764281024294156
288,0.3315824031516743
289,0.3309258043335522
290,0.32961260669730796
291,0.325016414970453
292,0.3237032173342088
293,0.32042022324359815
294,0.319763624425476
295,0.32435981615233095
296,0.31910702560735393
297,0.3164806303348654
298,0.31779382797110967
299,0.31910702560735393
300,0.3210768220617203
301,0.31910702560735393
302,0.32764281024294156
303,0.32567301378857516
304,0.3263296126066973
305,0.325016414970453
306,0.32698621142481943
307,0.3263296126066973
308,0.3237032173342088
309,0.32764281024294156
310,0.3263296126066973
311,0.325016414970453
312,0.32895600787918583
313,0.32895600787918583
314,0.32698621142481943
315,0.32698621142481943
316,0.3282994090610637
317,0.32764281024294156
318,0.3263296126066973
319,0.3263296126066973
320,0.32764281024294156
321,0.33223900196979644
322,0.32895600787918583
323,0.3302692055154301
324,0.32895600787918583
325,0.3309258043335522
326,0.3282994090610637
327,0.32961260669730796
328,0.32764281024294156
329,0.3328956007879186
330,0.3335521996060407
331,0.32895600787918583
332,0.3217334208798424
333,0.3309258043335522
334,0.3282994090610637
335,0.32961260669730796
336,0.32698621142481943
337,0.3282994090610637
338,0.32895600787918583
339,0.3282994090610637
340,0.32961260669730796
341,0.334865397242285
342,0.3388049901510177
343,0.334865397242285
344,0.3309258043335522
345,0.33749179251477346
346,0.3335521996060407
347,0.33420879842416285
348,0.3328956007879186
349,0.3315824031516743
350,0.33223900196979644
351,0.334865397242285
352,0.3282994090610637
353,0.3315824031516743
354,0.3388049901510177
355,0.3315824031516743
356,0.3388049901510177
357,0.3328956007879186
358,0.33420879842416285
359,0.34208798424162834
360,0.3381483913328956
361,0.33420879842416285
362,0.32961260669730796
363,0.32961260669730796
364,0.3263296126066973
365,0.334865397242285
366,0.334865397242285
367,0.32567301378857516
368,0.3381483913328956
369,0.32895600787918583
370,0.3335521996060407
371,0.3381483913328956
372,0.33420879842416285
373,0.3335521996060407
374,0.3315824031516743
375,0.3355219960604071
376,0.32895600787918583
377,0.33946158896913986
378,0.3309258043335522
379,0.3309258043335522
380,0.3282994090610637
381,0.32567301378857516
382,0.32698621142481943
383,0.325016414970453
384,0.32961260669730796
385,0.32698621142481943
386,0.334865397242285
387,0.3361785948785292
388,0.32698621142481943
389,0.340118187787262
390,0.3381483913328956
391,0.33223900196979644
392,0.3328956007879186
393,0.33420879842416285
394,0.3210768220617203
395,0.3230466185160867
396,0.33223900196979644
397,0.33749179251477346
398,0.3309258043335522
399,0.334865397242285
400,0.334865397242285
401,0.3381483913328956
402,0.33749179251477346
403,0.33420879842416285
404,0.334865397242285
405,0.3302692055154301
406,0.3309258043335522
407,0.3335521996060407
408,0.3315824031516743
409,0.3309258043335522
410,0.3361785948785292
411,0.32895600787918583
412,0.33223900196979644
413,0.334865397242285
414,0.32961260669730796
415,0.3355219960604071
416,0.33223900196979644
417,0.3355219960604071
418,0.33420879842416285
419,0.334865397242285
420,0.32567301378857516
421,0.3309258043335522
422,0.3381483913328956
423,0.33420879842416285
