batch,accuracy
1,0.4917214191852825
2,0.5308804204993429
3,0.5371879106438896
4,0.5455978975032851
5,0.5590013140604467
6,0.5660972404730618
7,0.5674113009198423
8,0.5763469119579501
9,0.5745072273324573
10,0.5737187910643889
11,0.5734559789750329
12,0.5842312746386333
13,0.5784494086727989
14,0.5850197109067017
15,0.5852825229960578
16,0.5710906701708278
17,0.5892247043363995
18,0.5776609724047306
19,0.5734559789750329
20,0.5718791064388962
21,0.58107752956636
22,0.578712220762155
23,0.5679369250985545
24,0.5697766097240473
25,0.5729303547963206
26,0.5658344283837057
27,0.5795006570302234
28,0.569250985545335
29,0.5600525624178713
30,0.5545335085413929
31,0.5579500657030223
32,0.5582128777923785
33,0.5540078843626807
34,0.557161629434954
35,0.5584756898817346
36,0.5550591327201051
37,0.5616294349540079
38,0.5592641261498029
39,0.547700394218134
40,0.549802890932983
41,0.5590013140604467
42,0.559526938239159
43,0.5597897503285151
44,0.5579500657030223
45,0.5563731931668857
46,0.5521681997371879
47,0.5582128777923785
48,0.5540078843626807
49,0.5487516425755585
50,0.5532194480946123
51,0.5508541392904074
52,0.5413929040735874
53,0.5377135348226019
54,0.5600525624178713
55,0.5479632063074902
56,0.566622864651774
57,0.549802890932983
58,0.5508541392904074
59,0.5474375821287779
60,0.5529566360052562
61,0.5576872536136662
62,0.5526938239159002
63,0.5529566360052562
64,0.5503285151116951
65,0.5545335085413929
66,0.5471747700394218
67,0.5584756898817346
68,0.5574244415243101
69,0.5516425755584757
70,0.566622864651774
71,0.5529566360052562
72,0.5590013140604467
73,0.5611038107752957
74,0.557161629434954
75,0.5566360052562418
76,0.5645203679369251
77,0.5695137976346912
78,0.5576872536136662
79,0.5650459921156373
80,0.5555847568988174
81,0.5445466491458607
82,0.5553219448094613
83,0.552431011826544
84,0.5540078843626807
85,0.5632063074901446
86,0.5558475689881734
87,0.5561103810775295
88,0.5629434954007885
89,0.5579500657030223
90,0.5540078843626807
91,0.5592641261498029
92,0.5474375821287779
93,0.5600525624178713
94,0.5424441524310119
95,0.552431011826544
96,0.5545335085413929
97,0.5526938239159002
98,0.5579500657030223
99,0.5540078843626807
100,0.5545335085413929
101,0.5655716162943495
102,0.5440210249671484
103,0.5603153745072273
104,0.5511169513797635
105,0.5466491458607096
106,0.5487516425755585
107,0.559526938239159
108,0.5568988173455979
109,0.5566360052562418
110,0.5545335085413929
111,0.5537450722733246
112,0.5587385019710907
113,0.552431011826544
114,0.5495400788436268
115,0.550065703022339
116,0.5479632063074902
117,0.5519053876478318
118,0.5655716162943495
119,0.5487516425755585
120,0.5505913272010512
121,0.5479632063074902
122,0.5482260183968463
123,0.5584756898817346
124,0.5392904073587385
125,0.538239159001314
126,0.547700394218134
127,0.552431011826544
128,0.5563731931668857
129,0.5492772667542707
130,0.5542706964520367
131,0.5427069645203679
132,0.5471747700394218
133,0.5521681997371879
134,0.554796320630749
135,0.5508541392904074
136,0.5629434954007885
137,0.5629434954007885
138,0.5542706964520367
139,0.5553219448094613
140,0.5508541392904074
141,0.5608409986859395
142,0.5555847568988174
143,0.5479632063074902
144,0.5542706964520367
145,0.5584756898817346
146,0.5495400788436268
147,0.5660972404730618
148,0.5576872536136662
149,0.5505913272010512
150,0.5555847568988174
151,0.5534822601839685
152,0.5516425755584757
153,0.5503285151116951
154,0.547700394218134
155,0.5555847568988174
156,0.5553219448094613
157,0.5563731931668857
158,0.5568988173455979
159,0.5555847568988174
160,0.5632063074901446
161,0.552431011826544
162,0.5540078843626807
163,0.550065703022339
164,0.5624178712220762
165,0.5537450722733246
166,0.557161629434954
167,0.5455978975032851
168,0.552431011826544
169,0.5576872536136662
