batch,accuracy
1,0.3650689428759028
2,0.46224556795797767
3,0.5173998686802364
4,0.5331582403151675
5,0.5331582403151675
6,0.5305318450426789
7,0.5272488509520683
8,0.5219960604070912
9,0.5187130663164806
10,0.5193696651346028
11,0.5180564674983585
12,0.5042678923177938
13,0.5193696651346028
14,0.5101772816808929
15,0.5022980958634274
16,0.5095206828627709
17,0.5088640840446487
18,0.5101772816808929
19,0.5141168745896257
20,0.49967170059093896
21,0.5075508864084045
22,0.5160866710439921
23,0.5128036769533815
24,0.5088640840446487
25,0.5068942875902823
26,0.5082074852265266
27,0.5068942875902823
28,0.5075508864084045
29,0.4990151017728168
30,0.5095206828627709
31,0.5062376887721602
32,0.4963887065003283
33,0.5009848982271832
34,0.5009848982271832
35,0.5036112934996717
36,0.5101772816808929
37,0.5101772816808929
38,0.5003282994090611
39,0.5082074852265266
40,0.5042678923177938
41,0.505581089954038
42,0.5042678923177938
43,0.4983585029546947
44,0.5036112934996717
45,0.5029546946815495
46,0.5088640840446487
47,0.5062376887721602
48,0.504924491135916
49,0.504924491135916
50,0.504924491135916
51,0.4963887065003283
52,0.495075508864084
53,0.5082074852265266
54,0.5042678923177938
55,0.5095206828627709
56,0.505581089954038
57,0.5082074852265266
58,0.5062376887721602
59,0.5082074852265266
60,0.505581089954038
61,0.5082074852265266
62,0.5042678923177938
63,0.4990151017728168
64,0.5036112934996717
65,0.4944189100459619
66,0.5068942875902823
67,0.51543007222587
68,0.5036112934996717
69,0.5141168745896257
70,0.5128036769533815
71,0.5095206828627709
72,0.5088640840446487
73,0.5016414970453054
74,0.5082074852265266
75,0.504924491135916
76,0.5009848982271832
77,0.5075508864084045
78,0.49573210768220616
79,0.4970453053184504
80,0.49244911359159554
81,0.5036112934996717
82,0.5082074852265266
83,0.4990151017728168
84,0.5108338804990151
85,0.504924491135916
86,0.5062376887721602
87,0.5029546946815495
88,0.5068942875902823
89,0.5128036769533815
90,0.5062376887721602
91,0.4990151017728168
92,0.5003282994090611
93,0.5022980958634274
94,0.5042678923177938
95,0.5029546946815495
96,0.49573210768220616
97,0.504924491135916
98,0.5003282994090611
99,0.5114904793171372
100,0.505581089954038
101,0.5075508864084045
102,0.5016414970453054
103,0.5042678923177938
104,0.5108338804990151
105,0.5088640840446487
106,0.5082074852265266
107,0.5036112934996717
108,0.5101772816808929
109,0.5042678923177938
110,0.5088640840446487
111,0.504924491135916
112,0.5075508864084045
113,0.5062376887721602
114,0.5121470781352594
115,0.5029546946815495
116,0.5009848982271832
117,0.5016414970453054
118,0.5022980958634274
